Customer_id,product_category,purchase_amount,income,satisfaction_score,purchase_date,transaction
PO_7505,SEO,4829,11866,4,25-05-2023,Cash
PO_7506,LOGO DESIGN,14215,35182,5,29-06-2023,Cash
PO_7507,Election Campaign,9964,32698,4,05-01-2023,Cash
PO_7508,LOGO DESIGN,7670,34995,6,09-05-2024,UPI
PO_7509,App Development,3100,8700,3,04-04-2023,Cash
PO_7510,SEO,7160,22684,7,19-01-2024,Cash
PO_7511,Software Development,6928,24011,3,15-04-2024,UPI
PO_7512,Software Development,12719,37343,3,02-06-2023,UPI
PO_7513,App Development,4510,12545,5,15-03-2023,Cash
PO_7514,LOGO DESIGN,13077,37058,6,26-11-2023,UPI
PO_7515,Software Development,11558,28154,3,20-07-2023,Cash
PO_7516,Election Campaign,3430,9495,5,28-03-2023,Cash
PO_7517,LOGO DESIGN,3849,11401,6,03-09-2023,UPI
PO_7518,Election Campaign,13031,39141,4,01-04-2024,Cash
PO_7519,Software Development,13717,34580,4,27-10-2023,UPI
PO_7520,LOGO DESIGN,4504,10878,4,02-04-2023,UPI
PO_7521,App Development,19474,43699,4,09-03-2024,Cash
PO_7522,SEO,1694,6156,6,28-12-2023,UPI
PO_7523,App Development,6743,25928,6,29-10-2023,Cash
PO_7524,Web Development,5036,11800,6,09-01-2024,Cash
PO_7525,App Development,9974,26210,6,04-04-2024,Cash
PO_7526,Software Development,10627,29429,4,05-02-2023,Bank Transfer
PO_7527,App Development,14641,43807,5,19-04-2024,Cash
PO_7528,SEO,9005,27134,5,24-01-2024,Cash
PO_7529,Web Development,9323,26751,7,15-10-2023,Cash
PO_7530,SEO,17435,46531,4,29-11-2023,UPI
PO_7531,LOGO DESIGN,18731,46125,4,27-03-2024,Cash
PO_7532,Web Development,5541,17643,6,30-04-2023,UPI
PO_7533,Election Campaign,11789,35257,5,10-07-2023,UPI
PO_7534,LOGO DESIGN,5639,13606,5,13-07-2023,UPI
PO_7535,Software Development,5238,16347,4,05-12-2023,Cash
PO_7536,Election Campaign,2233,8761,4,21-04-2023,UPI
PO_7537,App Development,3590,12190,6,15-07-2023,Bank Transfer
PO_7538,SEO,17415,44590,4,24-12-2023,Bank Transfer
PO_7539,App Development,8867,30457,6,17-01-2023,Cash
PO_7540,Software Development,12417,32863,4,20-05-2024,Cash
PO_7541,Web Development,10889,29860,5,03-04-2023,Bank Transfer
PO_7542,LOGO DESIGN,11010,31592,5,28-02-2024,Cash
PO_7543,Software Development,11203,30679,6,27-06-2023,UPI
PO_7544,App Development,7230,23103,5,21-06-2023,UPI
PO_7545,LOGO DESIGN,14254,34157,4,10-01-2024,Bank Transfer
PO_7546,Web Development,18086,49562,4,28-01-2023,UPI
PO_7547,LOGO DESIGN,3492,10212,5,27-10-2023,Bank Transfer
PO_7548,Software Development,14825,45006,5,03-12-2023,UPI
PO_7549,Software Development,7529,23084,5,12-01-2023,Cash
PO_7550,App Development,6482,18727,4,09-11-2023,Bank Transfer
PO_7551,Web Development,12269,38198,6,26-04-2024,Cash
PO_7552,App Development,17368,46982,4,24-06-2023,UPI
PO_7553,Software Development,5148,14723,4,08-10-2023,Cash
PO_7554,Election Campaign,7902,22277,4,04-03-2023,Cash
PO_7555,Software Development,6071,16203,6,15-06-2023,UPI
PO_7556,SEO,5637,18495,5,08-02-2023,UPI
PO_7557,Software Development,5724,17291,5,08-08-2023,Cash
PO_7558,Software Development,6221,16988,6,13-02-2024,Bank Transfer
PO_7559,Election Campaign,7876,24599,5,06-05-2023,UPI
PO_7560,SEO,11538,37530,4,04-10-2023,Cash
PO_7561,Election Campaign,14318,42018,5,19-09-2023,UPI
PO_7562,Software Development,17070,46040,3,23-03-2023,Cash
PO_7563,Election Campaign,15261,37597,3,30-01-2023,UPI
PO_7564,LOGO DESIGN,8235,23015,8,25-06-2023,UPI
PO_7565,Web Development,9692,35668,5,09-05-2024,Cash
PO_7566,Web Development,9779,27661,7,03-01-2024,Bank Transfer
PO_7567,Election Campaign,15252,45470,5,08-10-2023,UPI
PO_7568,Web Development,10869,28137,6,21-06-2023,Cash
PO_7569,Software Development,10558,25002,4,24-06-2023,Cash
PO_7570,Election Campaign,10440,30734,4,09-04-2024,UPI
PO_7571,SEO,10602,46682,7,16-09-2023,UPI
PO_7572,SEO,3592,10124,5,12-07-2023,Cash
PO_7573,App Development,6848,20239,7,26-02-2024,Cash
PO_7574,Software Development,3737,8659,5,07-08-2023,Cash
PO_7575,Software Development,13994,40852,3,04-04-2023,UPI
PO_7576,App Development,5089,11267,4,30-05-2024,Cash
PO_7577,LOGO DESIGN,5935,18422,5,27-08-2023,UPI
PO_7578,App Development,16141,38333,4,07-09-2023,UPI
PO_7579,Election Campaign,2365,7096,5,01-11-2023,Bank Transfer
PO_7580,Software Development,6338,16652,4,25-06-2023,UPI
PO_7581,App Development,10786,41325,4,23-01-2024,Bank Transfer
PO_7582,Election Campaign,6660,19832,7,17-11-2023,UPI
PO_7583,Election Campaign,12076,28796,5,18-01-2024,Bank Transfer
PO_7584,Software Development,9607,27504,6,31-05-2023,Bank Transfer
PO_7585,SEO,13614,46485,4,08-12-2023,Bank Transfer
PO_7586,LOGO DESIGN,9628,26377,5,10-02-2023,UPI
PO_7587,SEO,12810,36766,4,12-03-2023,Bank Transfer
PO_7588,Software Development,3075,9672,5,24-02-2024,UPI
PO_7589,SEO,9263,25886,7,09-09-2023,Bank Transfer
PO_7590,SEO,8130,22823,6,30-06-2023,UPI
PO_7591,LOGO DESIGN,12416,41603,6,03-06-2023,UPI
PO_7592,SEO,11742,27091,4,08-03-2024,UPI
PO_7593,Web Development,20196,45944,6,26-02-2024,Cash
PO_7594,Web Development,3356,9573,4,22-02-2024,UPI
PO_7595,Software Development,12774,41218,3,06-10-2023,Cash
PO_7596,Web Development,8846,28892,6,06-03-2023,UPI
PO_7597,Software Development,12572,43030,6,29-01-2023,UPI
PO_7598,Web Development,13729,45146,4,22-09-2023,Cash
PO_7599,LOGO DESIGN,5266,18789,5,23-06-2024,UPI
PO_7600,LOGO DESIGN,8055,22005,5,19-05-2024,Cash
PO_7601,App Development,18567,45944,4,23-03-2023,UPI
PO_7602,Election Campaign,20155,49418,5,14-06-2024,UPI
PO_7603,LOGO DESIGN,16144,40920,5,26-02-2024,Bank Transfer
PO_7604,Web Development,10760,34991,6,21-12-2023,UPI
PO_7605,Software Development,4385,11379,4,14-02-2023,Cash
PO_7606,Election Campaign,12190,41751,6,19-01-2024,Cash
PO_7607,App Development,9163,22910,6,10-03-2023,UPI
PO_7608,SEO,12402,33437,5,14-02-2023,UPI
PO_7609,Software Development,4753,13955,5,10-06-2023,Bank Transfer
PO_7610,SEO,3590,8434,6,05-06-2024,Cash
PO_7611,SEO,13208,39129,4,14-06-2024,Bank Transfer
PO_7612,Election Campaign,4348,9457,7,27-04-2023,Cash
PO_7613,Software Development,10597,31531,5,06-02-2023,Bank Transfer
PO_7614,Election Campaign,3900,8759,6,06-04-2024,Cash
PO_7615,LOGO DESIGN,9911,30705,5,13-01-2023,Bank Transfer
PO_7616,SEO,15465,42956,6,21-08-2023,Cash
PO_7617,Software Development,7511,22126,4,02-01-2024,Bank Transfer
PO_7618,Web Development,19685,48498,4,24-09-2023,Cash
PO_7619,LOGO DESIGN,4262,13077,5,20-07-2023,Cash
PO_7620,LOGO DESIGN,18323,44080,3,03-08-2023,Cash
PO_7621,Election Campaign,3420,6927,6,10-10-2023,Bank Transfer
PO_7622,Election Campaign,11948,42987,4,09-02-2023,UPI
PO_7623,Software Development,13578,35596,5,01-11-2023,UPI
PO_7624,Software Development,9838,25698,5,28-02-2024,Cash
PO_7625,App Development,11483,35797,4,29-10-2023,Cash
PO_7626,LOGO DESIGN,4058,15748,5,13-09-2023,UPI
PO_7627,LOGO DESIGN,8541,27093,5,17-04-2023,Cash
PO_7628,SEO,6390,15396,6,14-02-2024,UPI
PO_7629,Election Campaign,6884,22051,6,30-01-2023,Bank Transfer
PO_7630,LOGO DESIGN,13610,34700,5,31-01-2023,Cash
PO_7631,SEO,14683,44412,7,18-11-2023,Cash
PO_7632,Software Development,9948,24475,5,12-05-2024,UPI
PO_7633,Web Development,3663,10452,5,12-08-2023,UPI
PO_7634,Election Campaign,11254,34595,6,31-03-2024,Cash
PO_7635,Election Campaign,10590,36689,5,13-06-2024,UPI
PO_7636,LOGO DESIGN,14888,39657,4,18-03-2023,Cash
PO_7637,Web Development,7463,24150,4,21-04-2023,UPI
PO_7638,SEO,9439,26710,6,02-02-2024,Cash
PO_7639,Web Development,7992,23123,5,25-01-2024,Cash
PO_7640,LOGO DESIGN,12047,41699,5,19-01-2024,UPI
PO_7641,Election Campaign,3969,13177,5,08-02-2024,Bank Transfer
PO_7642,App Development,18788,44081,6,29-02-2024,Cash
PO_7643,Election Campaign,10713,33136,5,18-05-2023,UPI
PO_7644,Election Campaign,11883,37656,4,26-03-2024,Bank Transfer
PO_7645,Software Development,13113,35655,5,23-04-2023,Cash
PO_7646,SEO,3340,9767,5,29-03-2023,Bank Transfer
PO_7647,LOGO DESIGN,8499,17491,6,30-04-2023,Bank Transfer
PO_7648,Web Development,3860,9934,3,09-01-2023,Cash
PO_7649,App Development,7117,19404,5,06-06-2023,UPI
PO_7650,SEO,9416,26759,5,19-07-2023,Cash
PO_7651,LOGO DESIGN,13156,32355,7,02-02-2023,Cash
PO_7652,SEO,21209,47525,5,12-10-2023,Bank Transfer
PO_7653,Web Development,2102,5680,7,30-05-2023,UPI
PO_7654,App Development,2656,7581,5,22-02-2024,Cash
PO_7655,App Development,13647,39129,7,09-08-2023,Cash
PO_7656,Software Development,12714,30618,6,15-05-2023,UPI
PO_7657,Election Campaign,5834,21558,6,25-11-2023,UPI
PO_7658,App Development,1820,5809,6,03-08-2023,UPI
PO_7659,Software Development,11532,33355,5,16-12-2023,Bank Transfer
PO_7660,SEO,8778,29990,5,24-04-2023,Bank Transfer
PO_7661,SEO,11252,32612,8,10-11-2023,UPI
PO_7662,Software Development,10960,44554,4,02-03-2023,Cash
PO_7663,SEO,11941,30062,6,06-06-2024,Bank Transfer
PO_7664,App Development,5465,24018,4,14-01-2023,UPI
PO_7665,Web Development,13705,42664,6,21-06-2024,Cash
PO_7666,LOGO DESIGN,2387,6355,5,11-04-2023,UPI
PO_7667,Web Development,16168,49847,4,27-01-2023,Bank Transfer
PO_7668,Software Development,6664,15092,2,08-02-2024,UPI
PO_7669,Web Development,2342,7500,5,27-06-2023,Bank Transfer
PO_7670,SEO,6299,17709,4,25-01-2023,Cash
PO_7671,SEO,13891,47091,4,13-06-2023,UPI
PO_7672,LOGO DESIGN,15812,41067,5,14-02-2023,UPI
PO_7673,Web Development,16453,39305,6,09-03-2024,Bank Transfer
PO_7674,SEO,4943,11961,5,21-01-2023,UPI
PO_7675,Election Campaign,16368,42244,5,17-05-2024,UPI
PO_7676,App Development,17038,44732,5,30-12-2023,Bank Transfer
PO_7677,Election Campaign,5101,18811,7,04-06-2023,Cash
PO_7678,Web Development,4506,10432,5,06-12-2023,Bank Transfer
PO_7679,Election Campaign,2733,7653,5,18-03-2023,Cash
PO_7680,App Development,12274,47711,5,25-03-2024,UPI
PO_7681,Software Development,3316,10095,6,15-03-2023,UPI
PO_7682,Web Development,12864,31778,5,15-07-2023,Cash
PO_7683,Software Development,3108,8465,6,29-05-2023,UPI
PO_7684,Software Development,11182,34741,5,03-06-2024,UPI
PO_7685,SEO,3543,9685,6,28-08-2023,Cash
PO_7686,App Development,13547,36455,6,10-08-2023,Cash
PO_7687,Software Development,14904,45036,7,25-10-2023,UPI
PO_7688,SEO,11387,39512,7,02-12-2023,Cash
PO_7689,Web Development,7861,19274,5,28-06-2023,Bank Transfer
PO_7690,LOGO DESIGN,6961,23957,3,24-05-2024,Bank Transfer
PO_7691,LOGO DESIGN,4967,16210,5,04-12-2023,UPI
PO_7692,SEO,9275,27741,4,24-08-2023,Bank Transfer
PO_7693,SEO,4121,8772,5,04-02-2023,Bank Transfer
PO_7694,Web Development,5855,17336,4,20-03-2024,Bank Transfer
PO_7695,Election Campaign,13316,39288,5,01-02-2023,Cash
PO_7696,App Development,8048,22539,5,28-05-2024,UPI
PO_7697,Web Development,4553,12754,4,08-08-2023,UPI
PO_7698,Software Development,14599,40778,6,09-06-2023,UPI
PO_7699,LOGO DESIGN,5618,18380,6,22-04-2024,UPI
PO_7700,App Development,8589,29163,5,17-03-2024,UPI
PO_7701,Election Campaign,10358,31811,7,01-12-2023,Cash
PO_7702,App Development,12633,41084,6,26-10-2023,UPI
PO_7703,App Development,4257,16209,2,04-09-2023,Bank Transfer
PO_7704,Web Development,14956,40426,5,08-03-2023,UPI
PO_7705,SEO,3566,10841,6,10-01-2024,UPI
PO_7706,SEO,4289,14864,4,26-12-2023,Bank Transfer
PO_7707,App Development,5545,16273,5,12-11-2023,Bank Transfer
PO_7708,App Development,6072,16509,3,21-06-2023,Bank Transfer
PO_7709,Election Campaign,17163,40630,6,01-06-2023,UPI
PO_7710,SEO,5668,15922,5,17-04-2023,Cash
PO_7711,Election Campaign,4885,13515,4,12-02-2024,Bank Transfer
PO_7712,SEO,15803,38279,5,10-06-2023,Bank Transfer
PO_7713,SEO,14711,39175,6,28-04-2023,Bank Transfer
PO_7714,Software Development,13483,45545,5,03-07-2023,Bank Transfer
PO_7715,Election Campaign,11494,26167,5,15-06-2024,UPI
PO_7716,LOGO DESIGN,4072,12205,4,05-12-2023,UPI
PO_7717,Software Development,2701,9110,4,26-11-2023,UPI
PO_7718,Election Campaign,14860,47880,6,25-01-2023,UPI
PO_7719,SEO,18940,44574,4,08-12-2023,Bank Transfer
PO_7720,SEO,8254,18985,3,03-12-2023,UPI
PO_7721,Election Campaign,10862,34583,5,04-07-2023,UPI
PO_7722,SEO,6736,27449,7,29-05-2023,UPI
PO_7723,SEO,2520,7048,4,04-09-2023,UPI
PO_7724,Web Development,11438,33011,5,25-03-2024,Bank Transfer
PO_7725,Software Development,15763,40570,4,13-06-2024,Cash
PO_7726,Web Development,3658,9696,6,16-12-2023,Cash
PO_7727,SEO,13012,41736,5,29-07-2023,UPI
PO_7728,SEO,18012,44396,7,29-10-2023,Bank Transfer
PO_7729,App Development,19013,47329,6,01-08-2023,Bank Transfer
PO_7730,LOGO DESIGN,7257,24318,6,17-02-2024,Bank Transfer
PO_7731,Web Development,6526,16420,7,17-01-2023,Cash
PO_7732,App Development,8713,23815,7,29-09-2023,Bank Transfer
PO_7733,LOGO DESIGN,18348,46589,4,03-06-2023,UPI
PO_7734,LOGO DESIGN,6662,16327,5,15-06-2024,Cash
PO_7735,Software Development,6866,24575,3,01-01-2024,Bank Transfer
PO_7736,Web Development,4629,12606,6,02-05-2023,Bank Transfer
PO_7737,Election Campaign,13294,41999,5,21-10-2023,UPI
PO_7738,Software Development,12745,39543,6,05-02-2023,Cash
PO_7739,SEO,9015,20474,4,25-07-2023,Bank Transfer
PO_7740,Web Development,12445,36155,5,21-03-2024,Bank Transfer
PO_7741,Web Development,9116,25113,4,07-11-2023,UPI
PO_7742,SEO,12660,40449,6,01-05-2023,UPI
PO_7743,Web Development,1996,5515,5,03-06-2024,Bank Transfer
PO_7744,Software Development,12114,43738,4,16-11-2023,Cash
PO_7745,Software Development,5039,13127,5,05-04-2024,Bank Transfer
PO_7746,App Development,1844,5181,4,05-06-2024,Cash
PO_7747,Software Development,9910,27726,4,01-05-2024,UPI
PO_7748,App Development,4852,13943,6,30-12-2023,Bank Transfer
PO_7749,Election Campaign,13703,42522,5,20-07-2023,UPI
PO_7750,SEO,16928,43102,4,12-06-2023,UPI
PO_7751,Election Campaign,9167,24868,5,15-06-2024,Cash
PO_7752,App Development,3803,9942,3,27-01-2024,Bank Transfer
PO_7753,SEO,4138,10555,3,02-05-2024,UPI
PO_7754,Web Development,1894,5328,5,21-02-2023,Bank Transfer
PO_7755,App Development,2397,6552,6,25-01-2024,Bank Transfer
PO_7756,SEO,10484,31385,4,07-06-2024,Cash
PO_7757,Web Development,15081,49210,5,12-01-2024,Cash
PO_7758,LOGO DESIGN,10121,25750,7,26-05-2023,Bank Transfer
PO_7759,LOGO DESIGN,16078,45502,4,23-04-2023,Cash
PO_7760,Software Development,15408,40003,5,04-08-2023,Cash
PO_7761,Software Development,12490,41615,4,23-10-2023,Cash
PO_7762,App Development,10995,38491,5,08-07-2023,UPI
PO_7763,App Development,9231,32594,5,04-12-2023,Cash
PO_7764,Web Development,1801,5597,3,31-01-2023,Bank Transfer
PO_7765,Software Development,8520,19347,5,24-05-2024,Bank Transfer
PO_7766,Election Campaign,10783,29617,5,30-01-2023,Bank Transfer
PO_7767,Election Campaign,14710,41083,6,03-06-2024,UPI
PO_7768,Software Development,12160,37966,4,02-12-2023,UPI
PO_7769,LOGO DESIGN,5249,12713,5,23-06-2024,Cash
PO_7770,App Development,20857,49234,5,05-06-2023,Bank Transfer
PO_7771,Software Development,14685,36367,6,18-12-2023,Cash
PO_7772,Election Campaign,2037,6200,4,16-10-2023,UPI
PO_7773,Web Development,13440,38730,6,21-09-2023,Cash
PO_7774,SEO,13540,32454,7,01-09-2023,Cash
PO_7775,Software Development,8486,23300,5,21-10-2023,UPI
PO_7776,App Development,3833,11791,5,29-05-2023,UPI
PO_7777,LOGO DESIGN,9662,32406,5,07-05-2024,Cash
PO_7778,App Development,8652,22598,4,20-05-2024,Cash
PO_7779,App Development,9906,32010,4,16-12-2023,UPI
PO_7780,SEO,7847,31199,4,18-01-2023,Bank Transfer
PO_7781,Web Development,6922,16855,6,25-04-2023,UPI
PO_7782,Web Development,10927,37607,5,31-05-2024,UPI
PO_7783,Election Campaign,5493,21631,4,21-03-2024,Cash
PO_7784,LOGO DESIGN,11657,32227,4,12-04-2024,Cash
PO_7785,Election Campaign,13983,39310,3,30-01-2024,Cash
PO_7786,Software Development,6468,17929,5,08-06-2023,Bank Transfer
PO_7787,SEO,1917,8568,6,23-01-2023,Cash
PO_7788,Election Campaign,13012,34252,5,04-01-2023,Cash
PO_7789,LOGO DESIGN,8659,20876,5,24-03-2024,UPI
PO_7790,Web Development,14787,41824,4,15-12-2023,Cash
PO_7791,Software Development,9962,26697,4,22-02-2023,Bank Transfer
PO_7792,Software Development,14615,39369,5,14-04-2023,Cash
PO_7793,Software Development,11258,36195,6,23-04-2024,Bank Transfer
PO_7794,LOGO DESIGN,6795,17642,5,18-01-2023,UPI
PO_7795,Software Development,3526,12795,6,02-10-2023,UPI
PO_7796,LOGO DESIGN,12778,38318,6,05-11-2023,UPI
PO_7797,App Development,21299,44080,5,06-07-2023,Cash
PO_7798,App Development,15772,41110,5,06-05-2023,Bank Transfer
PO_7799,SEO,3673,11101,6,21-04-2024,Cash
PO_7800,Web Development,3758,11523,4,26-01-2024,Cash
PO_7801,SEO,10504,42105,5,10-04-2024,UPI
PO_7802,Web Development,5243,12896,4,10-05-2023,Cash
PO_7803,SEO,3105,10104,5,27-07-2023,Cash
PO_7804,App Development,6535,19813,5,25-11-2023,Cash
PO_7805,LOGO DESIGN,3197,11870,4,02-03-2024,Bank Transfer
PO_7806,SEO,16870,49473,6,17-03-2024,UPI
PO_7807,Web Development,9513,37260,4,27-01-2023,Bank Transfer
PO_7808,App Development,16306,40436,5,07-09-2023,Cash
PO_7809,SEO,6913,22730,6,07-02-2023,Cash
PO_7810,Software Development,18849,47689,5,04-02-2024,Cash
PO_7811,SEO,8859,22507,4,11-05-2024,UPI
PO_7812,SEO,4172,14863,5,25-05-2023,UPI
PO_7813,Election Campaign,9717,35855,5,24-02-2024,Cash
PO_7814,App Development,10251,29935,5,22-03-2024,Cash
PO_7815,SEO,4343,13569,7,07-03-2023,Bank Transfer
PO_7816,Election Campaign,21030,48901,6,07-11-2023,UPI
PO_7817,Web Development,3951,14014,6,11-03-2024,Bank Transfer
PO_7818,Web Development,12886,36892,4,16-01-2024,Cash
PO_7819,Software Development,13580,36686,5,28-06-2023,Bank Transfer
PO_7820,Web Development,17979,44435,4,03-10-2023,UPI
PO_7821,SEO,15221,47868,3,31-10-2023,UPI
PO_7822,Election Campaign,1842,6648,6,17-04-2023,Cash
PO_7823,Election Campaign,11228,24646,4,27-05-2024,UPI
PO_7824,SEO,14085,42165,5,27-03-2024,Bank Transfer
PO_7825,LOGO DESIGN,5799,20065,5,11-04-2024,UPI
PO_7826,LOGO DESIGN,11329,28846,5,24-12-2023,UPI
PO_7827,SEO,9702,38227,6,04-02-2024,Bank Transfer
PO_7828,Software Development,11768,44178,6,15-12-2023,Cash
PO_7829,Web Development,5885,22076,4,01-02-2024,Bank Transfer
PO_7830,Election Campaign,13425,37484,6,10-05-2023,Cash
PO_7831,Software Development,14247,38510,7,10-10-2023,UPI
PO_7832,Software Development,8297,26610,4,17-06-2023,Cash
PO_7833,App Development,4502,15318,5,01-03-2024,Cash
PO_7834,Web Development,10037,24882,5,29-03-2024,Cash
PO_7835,Software Development,9561,29567,7,11-03-2024,UPI
PO_7836,Election Campaign,7243,19380,5,06-05-2023,UPI
PO_7837,Election Campaign,4043,12205,4,12-09-2023,Bank Transfer
PO_7838,Software Development,4430,11372,7,01-08-2023,UPI
PO_7839,Software Development,10526,36647,7,29-12-2023,Bank Transfer
PO_7840,LOGO DESIGN,9433,27388,4,05-01-2023,Cash
PO_7841,Software Development,12113,48779,5,24-08-2023,Cash
PO_7842,Election Campaign,17138,40106,5,09-07-2023,UPI
PO_7843,LOGO DESIGN,14447,38585,7,22-02-2023,UPI
PO_7844,SEO,5652,14864,5,12-06-2024,UPI
PO_7845,Election Campaign,9141,29042,5,31-01-2024,UPI
PO_7846,SEO,13787,32168,5,11-02-2024,Cash
PO_7847,SEO,14641,46323,4,26-07-2023,Bank Transfer
PO_7848,LOGO DESIGN,5126,14707,6,19-11-2023,Cash
PO_7849,Software Development,12351,36624,4,11-11-2023,UPI
PO_7850,Election Campaign,8488,22143,6,16-07-2023,Cash
PO_7851,Software Development,8714,27637,5,05-05-2023,UPI
PO_7852,Web Development,8278,31309,4,27-05-2023,Cash
PO_7853,SEO,13570,44085,5,23-11-2023,UPI
PO_7854,LOGO DESIGN,11822,35605,5,12-06-2023,UPI
PO_7855,SEO,8214,21519,4,03-05-2023,UPI
PO_7856,SEO,5574,14582,5,24-04-2024,Bank Transfer
PO_7857,SEO,5133,11919,5,24-03-2024,Cash
PO_7858,Software Development,11889,33224,6,12-12-2023,UPI
PO_7859,Election Campaign,6899,24758,7,04-08-2023,Bank Transfer
PO_7860,App Development,12159,32447,5,30-11-2023,Bank Transfer
PO_7861,App Development,9659,23704,7,12-02-2024,Cash
PO_7862,App Development,18488,45513,5,13-05-2023,Bank Transfer
PO_7863,App Development,16165,42613,4,04-05-2023,Bank Transfer
PO_7864,App Development,5249,14829,7,02-09-2023,Bank Transfer
PO_7865,LOGO DESIGN,10879,31901,6,14-07-2023,UPI
PO_7866,Software Development,7001,19023,5,10-06-2023,UPI
PO_7867,Web Development,15319,44663,5,17-01-2023,Bank Transfer
PO_7868,Web Development,2078,6501,4,04-02-2024,UPI
PO_7869,SEO,2775,8983,5,17-01-2023,Cash
PO_7870,Software Development,6328,20677,6,21-01-2023,Cash
PO_7871,SEO,12500,45464,6,11-09-2023,Cash
PO_7872,SEO,8014,23498,6,12-12-2023,Bank Transfer
PO_7873,SEO,6959,27013,5,16-09-2023,UPI
PO_7874,LOGO DESIGN,13346,41478,6,28-01-2023,Cash
PO_7875,LOGO DESIGN,1995,6056,2,23-04-2023,Bank Transfer
PO_7876,Software Development,8803,17608,4,14-01-2023,UPI
PO_7877,LOGO DESIGN,11846,34179,5,05-05-2024,Bank Transfer
PO_7878,LOGO DESIGN,14133,33296,4,07-01-2023,Cash
PO_7879,SEO,5560,15627,7,23-03-2023,UPI
PO_7880,Web Development,9117,23286,4,08-01-2024,Bank Transfer
PO_7881,LOGO DESIGN,18386,48104,5,23-01-2023,Bank Transfer
PO_7882,App Development,16734,40232,6,06-01-2024,UPI
PO_7883,Web Development,19348,47961,6,07-03-2023,Cash
PO_7884,App Development,3423,10093,5,23-08-2023,Bank Transfer
PO_7885,Web Development,9440,26666,6,05-06-2023,Cash
PO_7886,App Development,4358,12002,6,19-03-2024,UPI
PO_7887,SEO,7675,22495,4,13-06-2023,UPI
PO_7888,Web Development,4808,14978,5,11-03-2023,Cash
PO_7889,Election Campaign,15128,40490,6,07-03-2023,Bank Transfer
PO_7890,App Development,10671,31840,4,14-01-2023,Cash
PO_7891,Web Development,11885,27982,6,01-10-2023,UPI
PO_7892,Web Development,8488,25158,4,18-04-2023,Bank Transfer
PO_7893,LOGO DESIGN,5468,16425,6,28-05-2024,Cash
PO_7894,Web Development,8763,25177,4,12-02-2024,Cash
PO_7895,SEO,17074,42622,7,04-03-2024,Cash
PO_7896,SEO,5623,20741,4,24-12-2023,UPI
PO_7897,Election Campaign,7068,21391,6,01-03-2023,UPI
PO_7898,SEO,15707,41216,5,15-02-2023,Bank Transfer
PO_7899,Election Campaign,3125,9223,6,21-09-2023,Cash
PO_7900,Software Development,13967,38145,6,07-12-2023,Cash
PO_7901,Web Development,17892,49292,6,31-10-2023,Cash
PO_7902,Election Campaign,4866,12751,5,15-11-2023,Cash
PO_7903,Web Development,4949,15834,6,24-02-2024,Bank Transfer
PO_7904,Election Campaign,6688,23473,4,13-10-2023,UPI
PO_7905,App Development,8653,32028,5,27-08-2023,Bank Transfer
PO_7906,Election Campaign,11453,41994,3,17-08-2023,Cash
PO_7907,Web Development,3482,9048,5,03-08-2023,UPI
PO_7908,App Development,5718,28758,5,08-12-2023,UPI
PO_7909,Web Development,13431,40793,5,15-05-2024,Bank Transfer
PO_7910,App Development,2369,5917,4,15-02-2024,Bank Transfer
PO_7911,Web Development,5305,18933,7,16-11-2023,Cash
PO_7912,Election Campaign,6063,17313,4,01-06-2024,Bank Transfer
PO_7913,Web Development,10471,23861,6,06-01-2023,UPI
PO_7914,SEO,12452,40394,5,25-08-2023,UPI
PO_7915,SEO,9758,23697,6,17-01-2024,Cash
PO_7916,Web Development,5335,14481,6,23-05-2024,Cash
PO_7917,LOGO DESIGN,12584,43660,8,03-06-2023,UPI
PO_7918,LOGO DESIGN,4800,15145,5,27-04-2024,Bank Transfer
PO_7919,Web Development,6535,19783,5,17-12-2023,Cash
PO_7920,App Development,4331,10555,5,27-10-2023,UPI
PO_7921,Software Development,7808,25787,5,28-11-2023,UPI
PO_7922,SEO,5526,15204,5,25-10-2023,UPI
PO_7923,LOGO DESIGN,15507,48971,7,03-11-2023,UPI
PO_7924,LOGO DESIGN,12617,34566,7,26-05-2023,UPI
PO_7925,LOGO DESIGN,4639,13682,6,10-12-2023,UPI
PO_7926,LOGO DESIGN,9971,19367,5,18-09-2023,UPI
PO_7927,App Development,5058,13853,4,01-04-2024,UPI
PO_7928,Software Development,5791,13009,5,07-07-2023,UPI
PO_7929,LOGO DESIGN,16231,45911,4,01-03-2024,Bank Transfer
PO_7930,SEO,3264,10578,5,21-06-2024,Cash
PO_7931,SEO,5253,16862,3,11-06-2023,Cash
PO_7932,App Development,7071,16929,2,01-02-2024,Cash
PO_7933,Election Campaign,14860,40179,7,27-01-2024,UPI
PO_7934,Election Campaign,4804,15430,6,23-05-2023,Bank Transfer
PO_7935,LOGO DESIGN,14610,43467,4,28-03-2023,Cash
PO_7936,App Development,7162,18063,4,27-04-2023,UPI
PO_7937,Web Development,9451,22860,6,15-02-2024,UPI
PO_7938,Election Campaign,2427,7913,7,12-05-2023,Bank Transfer
PO_7939,Software Development,8062,26277,5,04-02-2023,Bank Transfer
PO_7940,Election Campaign,7264,20757,6,16-01-2024,Bank Transfer
PO_7941,Election Campaign,4993,17375,6,13-12-2023,Bank Transfer
PO_7942,SEO,11922,43051,6,25-05-2024,UPI
PO_7943,LOGO DESIGN,3301,9952,6,24-10-2023,UPI
